customer_id,age,gender,city_population,household_size,annual_income,education_level,employment_status,tenure_months,main_account_type,number_of_accounts,num_standard_accounts,num_savings_accounts,num_student_accounts,num_business_accounts,number_of_debit_cards,number_of_credit_cards,total_loan_amount,number_of_loans,current_balance,days_from_last_transaction,avg_monthly_balance_3m,avg_monthly_balance_12m,avg_monthly_spend_3m,avg_monthly_spend_12m,transaction_count_3m,transaction_count_12m,transaction_volume_3m,transaction_volume_12m,declined_transactions_3m,declined_transactions_12m,credit_limit,revolving_balance,credit_utilization_ratio,loan_payments_3m,loan_payments_12m,complaints_3m,complaints_12m,support_contacts_3m,support_contacts_12m,last_support_contact_days,received_satisfaction_survey,filled_satisfaction_survey,nps_segment,days_from_last_login,days_from_last_web_login,days_from_last_app_login,mobile_app_logins_3m,mobile_app_logins_12m,online_banking_logins_3m,online_banking_logins_12m,avg_time_spent_per_login_minutes_3m,avg_time_spent_per_login_minutes_12m,push_clicks_3m,push_clicks_12m,marketing_emails_opened_3m,marketing_emails_opened_12m,churn
f0d1de3e464542df9c430fabcbbbaf33,97,female,1537139,5,51002.85127245853,primary_education,retired,84,savings,3,0,1,1,0,0,1,241.73746210807167,0,323.1352770799558,7,129.59136882325083,2849.6476447074706,1434.898950663084,939.3043354981735,2,11,413.82583621757067,7919.056884662635,1,3,3864.4430887528574,601.1830775308698,0.3398636554110775,735.6830750871,2590.9141540629444,0,1,4,9,318,False,False,passive,79,21,14,11,43,19,76,3.075877736467331,4.316569891029982,5,11,8,41,False
8393979a5a514b8e9ca73d0caaf880b9,97,female,1023062,4,41776.20171839502,unknown,employed,85,student,3,2,1,1,1,0,0,7504.345928406472,1,3806.413668312966,60,3120.88986206138,2872.7466733091524,919.6846750875022,437.2017963561866,16,34,6876.768946948175,22191.575967536268,1,1,6136.67354898019,1224.0693991064131,0.2154361508408404,581.5978828797092,2681.78361510231,0,3,3,3,147,False,False,promoter,27,3,18,23,25,18,32,6.199466617034203,5.437279762199083,6,8,3,16,False
5d3d04a170584506b943dc447abfcc95,32,male,1680767,1,28508.000155500617,unknown,employed,77,standard,3,0,1,0,1,0,2,4417.1362379204265,0,2487.9870705219364,83,98.71427207418128,2527.09323970166,305.85282270611197,1327.3393886551826,8,16,5019.8867288389465,17763.40107160625,1,4,5583.498590980903,848.9347451570636,0.3389690983810545,767.4145097189312,1447.7437323668373,1,2,3,6,134,False,False,passive,23,81,66,24,13,10,95,3.293964584559374,5.836796350380043,2,6,8,16,False
c8a8bc8847424f0bbabd340eda787f3d,38,female,632026,4,8582.689763137849,doctorate,unemployed,116,business,3,2,1,0,1,2,1,4902.364473713485,0,3227.16787262864,26,4038.69732634907,2726.282250822089,502.18202840931355,1365.9133291870896,4,14,2236.3550043502973,6351.251461999771,0,2,2994.7571787856414,452.08206492797314,0.038876967278500846,324.4900400290452,2768.337547381967,0,3,1,5,257,False,False,passive,3,68,107,27,54,5,26,6.727645355821631,9.806365773102309,9,14,8,9,False
0cf2f5581eb745369a96f3d5f2d69669,36,female,2787887,5,31061.182356926754,bachelor,self-employed,20,business,1,0,0,1,0,1,1,6959.697293040255,2,3468.6218863280965,100,4049.183314778306,3674.7021234231597,1414.4282195434325,476.94374903997516,12,68,5357.487459665192,14782.144747759934,1,2,3742.7703883994973,783.2697480739516,0.2540404392452139,458.20637965997093,3599.8092548692657,1,0,4,2,70,False,False,promoter,67,16,38,6,92,19,84,5.000406508504168,4.416759478723968,7,11,9,32,False
9b60d4b6d6444fd4ba2f74e191802bda,56,female,2605588,1,32666.8475067596,bachelor,self-employed,80,business,1,2,1,0,1,1,2,878.2335050745887,2,2311.2120244942203,51,2153.2918104220744,2834.412295011617,1147.053670396655,113.5374901811582,6,17,648.7986288318971,10274.824069121096,0,0,4420.982388475046,753.6247593778711,0.1659723364483066,397.48955854693236,598.3765689085164,1,0,1,8,319,False,False,detractor,53,73,31,14,69,4,81,2.6426564961177736,4.112295471934316,6,10,6,48,False
5e32d9f029d5468495005b6621c3955d,51,female,1008364,3,30961.645160409455,secondary_education,retired,99,business,3,2,0,0,1,0,0,5560.680892370117,1,1810.5850284756775,102,1187.0522771856513,1462.5544890418266,1551.6132095099815,1783.5006904406232,6,2,1465.9519638630763,15830.521543609588,2,2,4852.1458381405555,733.1646503298814,0.13529909564839465,127.1560764352298,3424.3133473881376,1,0,2,5,151,False,False,passive,47,89,22,25,57,6,39,5.33549360294126,9.305997259902902,3,11,9,24,False
5c4d524cb4e64c22a4a0b8b42126cadc,64,male,1832452,1,14720.459173753348,no_formal_education,unemployed,33,student,2,0,0,0,1,1,1,4574.461038359217,1,1458.3207707480058,49,2414.1321537560198,567.6346803419437,882.7743432081237,767.3865540545831,0,2,1890.5878300353288,12741.841922624002,2,2,5205.826656345571,1138.4706179811092,0.36136312942520904,710.6287496643702,2295.1987327163897,0,3,4,8,25,False,False,promoter,24,5,54,28,57,0,33,7.474449078328298,2.564094314459571,7,5,4,17,False
6b3bb2ccb22846f8aeebb9dfaae4f321,37,female,1095701,3,51869.56068591484,doctorate,unemployed,13,student,1,0,1,1,0,0,2,3559.4011198929275,0,3761.5757628686356,77,703.9437112124892,3672.7289934482733,1662.8836713879466,952.2455696019271,9,65,4052.9022945325505,12982.432469976578,2,2,1442.2502351059236,142.9006600465533,0.002539204575134013,550.1270009736252,2780.546405311361,1,2,4,7,256,False,False,passive,75,81,55,21,45,11,28,5.605235818412341,7.97311467584011,2,19,2,36,False
849a3f35f5444c5997ccd539d58c9848,80,male,267876,2,39614.18448120142,master,unemployed,87,standard,2,2,0,0,0,1,2,504.04764144898763,2,2828.4875263853655,65,2084.2913885042476,1814.9734773147777,586.0571149200446,793.9352924774141,9,8,464.46179427274274,10293.004010831963,1,3,3487.522395708157,951.4121850921001,0.3310129492725662,741.6951273043027,2509.8617066792253,1,2,0,4,237,False,False,passive,46,61,95,23,9,3,32,4.562631061580935,4.107231745578959,8,3,6,47,False
1f26234a14fd463da7b452dc29f8ccad,23,female,2314493,3,31528.311856095163,master,unemployed,43,savings,3,2,0,0,0,0,2,9613.245161957479,1,3908.8657777887474,89,2943.1957439458956,2380.8890897105775,1356.2138773584243,1288.2645035678881,13,66,1397.4191130452182,11667.914135542233,2,3,3232.6730994948625,213.7515389009385,0.1358516751681786,1004.7902142401342,2848.424211534357,1,1,2,0,332,False,False,passive,41,63,81,3,108,10,1,6.246168633673801,4.962988487673,4,11,7,33,False
e083bf560a054cca8ff35ce2fa5f1be6,31,female,999988,1,40313.732125744296,master,retired,71,savings,3,2,1,1,1,2,0,5380.036435179117,2,1587.268134185918,51,4474.047609318159,2370.200204642251,728.1088396557766,210.01603509844927,6,45,2691.442209025512,11995.508941000688,2,1,5286.280217650497,902.9608013437972,0.48269211924928007,282.96310911314106,1513.3327363980952,0,3,3,5,360,False,True,detractor,85,14,80,26,85,11,97,9.462351058793367,9.439964105393013,9,0,3,20,False
13237c01314647feba85870ecf9ee7ff,69,female,816916,4,33771.37799390095,unknown,retired,83,business,3,1,1,0,0,0,0,3394.248426228586,1,1575.2057347292339,109,1841.2802837392937,3885.3206820643504,477.89576204398077,1655.428374686629,0,48,3393.4234450970525,740.6247577990744,1,1,2678.9861248223838,299.9569093678439,0.05034126248353865,788.3795630485575,2405.1003582205826,0,3,0,2,25,True,False,passive,51,50,109,18,30,15,28,5.626709472511268,3.312814552523795,0,17,6,40,False
c9ce5bd9e0964ccabd339a0d026b15c2,92,male,2213922,3,27340.835461913026,unknown,retired,113,business,1,1,1,1,1,0,1,749.2586406118617,1,1761.8605802330376,33,2497.2854920544805,820.3663980528906,1204.4908976492698,1114.2555631264615,13,19,1135.9849885617214,18614.93399048305,0,4,3364.97903951339,569.2774139637149,0.07966917437390614,134.08903840644314,1456.9488853215462,0,3,2,4,216,True,False,detractor,3,59,103,28,0,12,73,3.007725732709752,9.433135410996542,9,2,2,33,False
b1aa7dbd4a5f4afbac820f7c51cbbf6b,58,female,2120151,2,38299.01564774038,secondary_education,self-employed,25,savings,2,1,1,0,0,1,2,1246.1827761043473,1,303.8453598664905,63,2041.3083653064496,54.19546912102555,583.1829692168784,1357.000168980382,10,37,1148.1004714480616,21962.055009309042,2,5,3162.118808860162,438.0942698033366,0.20172659218685393,39.329207602541885,3692.172721051218,1,3,0,7,9,False,False,passive,102,113,106,24,73,7,1,6.058541025341337,10.25819133272601,0,15,9,47,False
7c42e0758ef0418482a47f25016030ab,32,female,1656616,3,26952.028110238127,primary_education,employed,58,business,3,1,0,0,0,2,2,3210.596111509921,1,171.8286588796177,92,2992.7404582035106,52.50805055619435,1954.3614161083512,1132.485014942602,15,38,2686.156515915556,9083.265571266485,0,2,1285.294855777257,325.0783803811805,0.1993450185225422,469.072985385326,2769.004125236594,1,2,0,4,4,False,False,passive,23,88,86,19,117,0,15,4.726405321409261,1.3287662968621143,6,0,1,43,True
349b83157d444d4b8ff5e09fb88df23d,23,male,1965081,3,29628.084726200614,no_formal_education,employed,43,business,2,2,1,0,0,0,0,3835.60644831613,1,1274.18715250254,108,3044.5750508905267,1013.3016142859419,245.4657391599411,119.93644549323619,17,44,3823.361572102971,12160.579429956102,2,4,733.5042908697751,885.0993993116484,0.08054361319375147,1072.8510083664914,2468.1709671717163,1,1,0,4,14,False,False,promoter,30,94,116,18,38,10,43,9.277438610943507,3.6427128449475,7,9,1,31,False
b9c72ec35c5f4c9aa3cd189daf3c86f6,45,male,1183805,5,39668.351725367786,bachelor,student,23,standard,1,2,1,0,0,2,2,2808.350478043004,1,872.3194319688855,96,3166.4684364852974,261.3475162104046,994.532758401421,615.62324680506,3,61,201.64964093917524,13498.464226614635,2,5,2124.3828909353792,402.28278669171607,0.3305161682553537,339.5845123111484,3000.584757932355,1,3,4,5,355,False,False,detractor,74,35,100,27,76,7,15,6.582252954819518,8.538237238762589,7,11,6,5,False
c671e9625842485cbe57adb5005d2089,70,female,2720974,3,36386.54721819102,primary_education,student,5,savings,2,2,1,0,0,0,1,354.3479687168674,2,1993.120748737616,61,2827.356433437763,4527.951965268133,1107.22600642225,1208.6995100335494,3,50,1112.531216817878,12506.634393552653,2,1,4155.245411953451,1212.306344120223,0.012011520704451467,260.1725188388348,3062.5446504647316,1,2,0,7,65,False,False,promoter,5,17,53,23,99,18,84,4.3289236375827205,6.665896522680557,6,17,4,34,False
f651fecf8e0e41f6993555ac3f16b809,36,male,2692094,4,14087.792345426082,bachelor,other,3,savings,3,0,0,1,1,1,0,10346.511482958686,0,1060.021222660383,99,1613.0198281299524,3634.3175256599043,1057.6001344423928,750.390814364789,4,76,2119.0305661584825,1918.9591713359969,2,1,3740.9136020315937,29.589004553207474,0.13301892509899327,424.6080792973176,3165.594316714959,0,0,2,7,221,False,True,passive,118,82,113,8,40,6,17,5.762505710407706,7.293187104783729,4,12,5,48,False
00e8c82e9e6e42f5b8633054e52a407a,66,female,2968521,4,38831.22132666194,no_formal_education,retired,17,savings,1,1,1,1,1,0,2,346.14994798059615,1,2395.8378582059663,117,2050.6931550815043,1188.7910407268657,892.2180604284493,859.8118317540667,11,12,2548.410917521543,17998.303102442864,1,4,884.9579504010353,662.4199491596843,0.3660533973495774,733.8961402676105,2874.0295598659127,0,2,0,7,182,False,False,promoter,98,53,115,2,31,16,66,2.9172503942677164,4.032283679513196,1,17,1,2,False
ce77f24fac394327af887de4977adf81,37,female,1788825,5,13685.502849387587,unknown,employed,93,student,1,0,1,1,0,1,0,8751.265576123658,2,1676.9094198675257,74,1859.5715110984765,3548.4402835704504,1177.3359353703272,1381.980984605148,19,53,5271.343321109976,8941.055072012246,1,2,4505.994670428401,741.7979459202686,0.18726714232325042,470.73724738957014,1558.6390010258128,0,2,0,3,254,False,False,detractor,94,93,118,20,18,13,86,2.855638444455404,4.62518204450881,3,4,4,23,True
47083487aa75424f9fded8b97b7e15a2,56,male,753502,3,24823.028603275896,no_formal_education,self-employed,31,business,1,2,0,1,1,0,2,5189.811545118635,1,2047.9881396496198,46,161.89430872887692,1125.2737514418614,653.7385645823867,444.0341547567733,8,54,4806.601323339575,12038.108374652302,1,4,4728.199014039199,97.47357200553347,0.33662117810167175,422.88856610301593,1627.2910760844723,1,0,4,6,18,False,True,promoter,102,41,63,22,107,4,4,7.080673239249807,9.448386007611642,8,11,5,14,False
fb3075cbec954c64a20219241606f627,46,male,2460289,1,23330.00552851356,master,other,116,savings,2,1,0,0,0,1,1,1905.8156802357294,0,2532.7715805438324,19,1638.605773785209,3430.1553409326816,958.5824122014153,977.771940156068,12,28,4065.403038578926,12177.232939235206,0,1,3928.2020924635563,616.6123463511606,0.17426728017642024,378.901560758213,2530.0765544960655,1,1,4,4,339,False,False,detractor,111,94,88,7,50,19,1,4.477556570874231,1.0245912577994805,8,3,3,28,False
f8ddca4c8c3349a3894b8864183ab835,71,female,2635793,2,24426.01480033726,doctorate,self-employed,69,standard,3,1,0,0,1,2,2,6370.336105710741,2,1000.934576905322,40,1360.7108915358176,2516.5933794133366,1099.3095413369592,608.135737103736,15,35,848.7437777842056,24770.6343575668,2,1,2649.945583328886,313.3424066322359,0.3985815755647718,406.2178346839447,4622.432882552128,0,0,0,3,21,True,False,passive,39,56,69,8,51,0,98,5.274795662315428,1.0635438079938293,8,2,8,27,False
311bef144e6a4208b4db08bfb2a90688,34,male,1817124,1,35578.43315055243,secondary_education,retired,119,student,1,1,1,0,1,0,1,6727.639531381548,0,1148.221248661731,55,1497.408669004467,402.0320528349316,1345.4076324542943,1084.1668822703448,7,7,3061.2786658622817,14312.672731775243,1,2,6852.704401472981,82.4314592338821,0.17526542774832243,435.0329494525232,235.08267071003593,0,2,0,2,101,True,False,detractor,70,95,44,17,32,11,39,4.338511750761433,6.456833643018127,1,13,3,7,False
4db9940c17bd49b8a1fd123a53bee58f,19,male,2115364,2,33199.869466210956,master,student,86,standard,3,1,1,1,0,2,1,1906.0837150374,0,3232.344873206726,4,4796.807993193543,2636.280409341548,1009.873861266186,1280.3793463954223,7,23,3459.071297806018,18633.964638833735,2,0,6304.644563347979,416.9913629186991,0.16205310236858933,164.3525755381744,3222.5909879673327,0,3,1,3,210,False,False,promoter,52,12,20,21,13,14,91,4.432972308161232,1.7164825942758615,2,10,9,23,False
97bb03145b914c21a6c573ea7c5b4731,75,male,2424263,5,33418.06586083936,doctorate,unemployed,34,business,1,2,0,1,1,2,0,3454.3657968205457,2,636.1580936963651,82,231.6902168856352,6638.830213079879,779.1079597103657,363.6468489239186,15,46,5324.8649297667835,20726.184706931435,2,1,3544.9063723024833,633.8203559169824,0.22188734968917834,340.25090080035153,1210.1715065772175,1,3,4,3,37,False,False,passive,84,19,44,7,117,1,25,9.999572784545943,6.73808948498249,3,12,7,47,False
58ba2d746ad043af9ae05bff12eab116,30,female,2488370,1,16990.012093849058,primary_education,retired,79,standard,3,0,1,1,1,1,2,6186.231337986849,0,1459.4957444463516,49,2293.993575175509,1581.5036371384153,916.3761321203048,1074.2628923594534,2,70,5415.8889803209295,12437.365993780295,0,5,1371.861662818604,160.03583734175902,0.22185039534063516,603.6261224184292,3611.030531276841,0,2,4,7,86,False,False,detractor,115,32,77,6,22,17,83,3.8868991837267384,5.229473021370135,2,8,9,39,False
187d5b41f890414e819b34759af3ed60,83,male,2772156,1,33823.71909926615,unknown,self-employed,112,student,1,0,1,0,0,1,2,4714.374446736569,2,489.57443588637057,81,2398.80951800483,2367.2256360284064,809.7091467081568,999.7974514832312,8,1,2814.7279105178823,20015.863702039867,2,4,2920.660167990747,102.07886938502423,0.07175563738481974,343.4131628328713,3215.22386766686,0,3,3,5,66,False,False,passive,108,114,51,26,104,10,12,1.1005905403576617,7.758576674358892,6,10,7,2,False
21897da94d124c76abe385cfeab08f80,40,male,1676758,2,31933.41341433224,primary_education,employed,38,student,3,1,1,1,0,1,1,3216.9186032703383,1,5144.961380707251,24,284.5020880414213,2529.6657893000165,1173.5414763964186,1193.586077870636,4,59,2791.607456596661,15675.87991623153,2,5,2914.355088615892,784.6668064895346,0.2641982539182495,632.8404492736845,611.9602123409877,0,1,2,8,85,False,True,passive,30,35,105,27,89,17,60,7.465935549869192,4.779584460159938,3,4,8,3,False
c003241f0b394c0f9797c98cbeaf6d6f,28,female,1248730,4,38011.96915264078,primary_education,employed,112,savings,3,1,0,0,0,0,0,4214.234251756048,2,1888.822201135876,77,908.4573685249316,2885.8625870532496,929.1273890253859,460.14831534918494,19,57,1475.686382063911,17089.05604841104,0,1,1892.1927382384129,976.3857808836825,0.20122538624720834,888.9916887473539,3460.44006850989,1,0,3,7,140,False,False,detractor,46,90,2,9,116,6,36,5.492683035136425,8.066250280409642,6,0,7,29,False
cb3babfe251d4575a6204c863d997c4b,20,female,1139652,3,39026.377347793685,doctorate,student,90,student,3,1,1,1,1,1,2,3704.322574818727,2,2706.7351804024834,70,2790.7609901208907,2838.3196504464604,1598.6336585158833,993.1281625297567,16,60,3738.1189872424907,12976.148823240103,1,4,4077.887227037403,946.105345034808,0.12229900178798642,60.52072726383943,1564.0922129453204,1,0,0,6,106,False,False,passive,91,76,113,13,41,3,74,1.7584205956693046,3.718123117281857,5,15,6,42,False
275add45a25b4d508165ee34c16fe089,94,male,755859,3,31321.061766997955,no_formal_education,employed,64,business,1,2,0,0,1,1,1,5738.521615894357,1,3995.3854196395205,81,3313.612867133192,2044.886177086862,735.1133414993591,969.7108730901778,13,59,747.8983155091264,5175.735940346284,2,0,291.18494117027694,43.280748111866615,0.2014713886329644,582.1893024786734,2325.75760982203,1,2,4,5,109,False,False,promoter,105,11,32,28,108,0,74,1.9650589965149479,7.347400826567757,7,9,1,14,False
db95b8034052445781fe37bf16f69614,41,female,1235444,2,36206.8836486334,master,unemployed,55,savings,2,1,0,0,1,2,0,9214.09267605783,0,4457.866657047878,98,881.6529018253909,1837.313602779692,1431.8210585662605,539.2576220280224,2,10,1935.2429960436268,6706.478015022279,1,2,3134.8641003449256,1970.2399408058436,0.3168472188705279,238.57395326365798,405.0314427803203,1,1,1,1,106,True,False,detractor,116,115,73,20,22,11,29,1.8114712137130375,2.8099050002599903,6,4,0,2,False
6fcef65e72a74cf7853fba82798b2667,80,female,955847,4,37166.04985879896,bachelor,self-employed,12,student,1,0,0,0,1,2,0,8760.477937307165,1,3983.241921481155,1,2084.685041275777,2411.3172872028217,1430.8971220211283,1303.7545088850804,12,33,4050.642909162935,16664.52132960508,1,2,5397.286860521564,835.804839626924,0.26988970741289464,301.0817171424093,1148.721214855324,0,3,2,2,208,False,False,passive,0,72,99,0,21,19,24,11.654291124459313,8.634164271920795,8,3,7,38,False
fd621304b6944cc4a8f949aeb2fed9aa,98,male,331481,5,17768.397234225442,unknown,employed,25,savings,3,2,1,1,0,2,1,7715.609808071839,1,928.7419463600049,89,3207.2280621731243,3474.466962421253,907.51405063607,1481.5054754478954,1,2,3336.3108256761325,19989.421582626062,2,4,4724.788712674731,870.2150904060518,0.19569508007919648,506.8396370476291,284.9601735250367,0,3,2,6,11,False,False,promoter,66,40,79,21,13,19,77,6.7581238116808455,2.7330746369581633,8,1,1,41,False
d88084eef7c64004ae4929c39e47c102,95,female,934708,2,28626.543236631267,bachelor,other,71,savings,2,2,0,1,1,0,1,3683.3451012747864,2,3514.810273689374,84,1354.3432197174739,2079.75733849843,1237.4483601253446,1706.1233549497547,16,23,3995.584229217131,13420.062631674775,1,0,2354.9339914016946,209.3812689841763,0.05660511421873088,368.0607283611927,1836.6088844363178,1,3,0,6,4,False,False,promoter,48,102,36,4,36,13,74,5.256549425745358,2.5172057213866896,6,13,9,44,False
69bfebeb85f54a1bbaa24856a9509cf9,39,male,2616098,1,50030.52438636111,no_formal_education,student,99,standard,3,0,0,1,0,2,0,2105.3172211916944,1,4193.831401620902,75,32.86012411945785,5190.939347047826,967.4059618819475,1842.7521943810834,1,61,3130.3911410653377,1065.6420537990107,2,3,4317.478418508459,341.50953427458006,0.220377438846246,747.477672315663,2349.51367878441,1,1,2,5,68,False,False,promoter,20,18,24,0,4,19,92,5.153989037486504,2.786098226719669,6,10,2,24,False
1219a476b5a74e7aba634dc984c0244b,49,male,1458199,2,27610.466108336816,no_formal_education,other,67,standard,1,1,0,1,1,2,0,2869.786799994017,0,2830.9103102855506,117,3158.9536066343708,4081.624442390579,589.8979394123661,1156.9645186785303,19,47,4575.051377256099,17210.53880999557,2,1,1206.3785045145198,341.570727268341,0.28017120557056363,545.4418696380201,771.7499166997659,1,0,2,6,13,False,True,detractor,83,20,83,16,70,11,6,4.529100279774065,9.840211044342286,6,1,0,38,False
4bc2ddf5f0f641b4b7825000546ad011,96,male,932172,3,43348.615445734235,doctorate,student,105,savings,1,0,1,0,1,0,1,8.756396979382771,1,2781.1113520022272,58,4237.506292839719,1648.571237221201,1104.0637273739262,842.9016835543473,14,48,3889.0443812698295,10696.446304634745,2,4,3117.4525076507716,906.8041761667828,0.2411739307875002,477.69897062774055,19.99008374145319,1,1,2,0,14,False,False,passive,102,112,108,11,75,6,90,1.5550988314864695,3.4897868920304638,2,2,9,24,False
00fae8f48f5a4b4caeff05da02a185a5,49,male,1165160,3,36814.847243922646,bachelor,retired,43,savings,1,2,0,1,1,2,1,4219.321038508927,1,316.12510364545824,65,338.9661424243957,1553.8038193591228,1035.6624256731534,392.2601500035489,9,58,3060.7818419223213,10789.331922122936,0,4,2164.469340522396,158.29333953619494,0.15122827133739844,1260.7131117641136,1938.9390363937353,0,3,4,7,164,True,True,detractor,62,42,86,3,93,12,18,5.289371016576163,3.7307872332451177,0,1,4,38,False
7cee5c8e8aba41218f7772a57b961bd8,70,female,719033,1,15019.655774322544,primary_education,retired,44,standard,3,0,0,0,0,0,0,7693.569158471935,0,2799.2526617476487,35,1786.150505410826,6604.199363090662,999.4793195604068,879.8995421951979,13,3,2978.3399282701394,14756.357592966326,2,1,5689.777890484353,1139.3517133256873,0.026172408371381517,406.26420132888927,2633.554453025532,0,3,4,3,136,False,False,detractor,48,13,53,9,23,17,35,4.470011034335803,6.985188316982259,5,16,8,41,False
b1be5a57c640433f8ebf74828efb2202,22,male,1546126,1,51732.75975688535,no_formal_education,self-employed,0,student,1,0,1,0,1,2,2,2662.6837429654556,0,1420.1599843711224,53,2514.2116202260895,3869.1755795393847,38.593294743625734,1169.5706846399282,0,74,5052.556586672523,17011.14012788485,2,1,4900.484837868131,625.6094355025148,0.2472378005568013,177.5173109028167,1792.530628118839,1,2,2,1,102,False,False,detractor,76,68,104,8,41,16,64,5.293632152405561,6.778496512700307,6,14,5,10,False
75dcefdbf8b145e18ff2016ce8a8027b,86,female,1003858,3,33519.522120208945,secondary_education,other,30,student,1,0,1,0,1,1,0,5094.945563812007,0,3379.649281957445,45,159.557597371258,3230.7589332816483,814.365807051028,94.39800034186646,16,36,4503.398105336548,12262.32748539366,0,3,4451.594751261717,226.17351955997947,0.16557542969863295,704.4393485937971,2768.481774075519,1,3,3,2,335,False,False,promoter,117,23,94,15,62,3,58,2.9168654185947096,6.009812567410642,8,18,4,14,False
a78b563b442b4aa0b49d61b1866d73c0,30,female,257431,5,43484.94112719969,bachelor,unemployed,25,student,3,2,1,1,0,1,0,900.9684739010027,2,1893.1482743664878,23,577.191808674962,3164.027055122434,1176.1163293499183,626.9195390561405,5,16,5878.341443803757,1914.2645413579357,2,2,4335.80185947358,120.3445459475613,0.2089171261210855,70.73534707952393,3163.1747049471687,0,3,4,8,21,False,False,passive,35,76,41,26,83,2,64,5.083861969078328,4.874193312312046,7,13,2,19,False
e46d246eea65414baac1670e2c30d9a9,93,male,2947138,4,36165.053966709005,no_formal_education,employed,57,student,3,1,0,0,0,2,0,419.1344019054559,1,2434.3962607692238,77,2970.5962568684977,2928.8765535499615,718.8243122573246,751.5513903316411,9,12,200.8001867887947,5893.055779329026,2,4,3644.3864813116757,14.373013285033153,0.3627232589580587,583.3284771410407,2101.455405558881,0,2,0,0,348,False,False,passive,24,20,95,18,48,0,68,4.187797204193178,6.02983711011664,6,19,9,39,True
ba8b9047c24942b8951bb2957fcae321,29,female,2063346,1,24259.886603724975,master,unemployed,25,savings,3,2,0,1,1,1,2,1372.9658732648186,1,2949.3076496177277,20,2076.0072271847293,3262.1601570693915,1067.7697490033884,1150.9934631367325,15,8,8317.421646213232,5477.060526172047,0,3,1554.5688681374265,310.3787327946263,0.1782479544279878,125.15816485081598,3368.584482145169,1,2,1,1,227,False,False,detractor,0,31,40,12,50,11,14,6.466204475634806,8.087915479885714,9,17,5,11,False
0d1de918f89d4e9a85e396f119810b41,47,male,1474736,5,52651.672795851504,primary_education,self-employed,51,savings,2,1,1,1,1,1,2,3303.05497842362,2,2112.7516646493814,5,47.18625445895327,1281.9479351919435,1227.386515279692,1005.9082484455084,0,57,1938.2188704703042,12724.868650062737,1,2,952.149677230366,1171.4119508521267,0.22491516947642742,285.03759317644494,1817.7179476328715,1,3,0,8,262,False,False,detractor,57,55,33,1,26,3,54,3.5499517118309676,2.3680360583165716,0,17,2,45,False
750da195377a4650aa864baaa5cc9c24,24,female,340771,4,26754.217006529125,primary_education,student,23,savings,2,0,1,0,1,2,0,7512.64401581201,2,2800.2469993943077,2,674.4610955933472,3883.4960776603693,521.7521642337774,350.2720120556801,0,8,1849.3717409495869,335.16772206421774,2,3,2876.4610993385368,304.6166853182417,0.2949561782733306,315.6548169798333,166.30832847708598,1,1,4,5,93,False,False,promoter,71,84,13,27,109,1,11,6.9010117219432985,6.331376684793569,7,19,8,24,False
3a4f42253d204a18a1d5f9567073aba6,90,female,2766309,3,4703.085694865193,bachelor,unemployed,52,standard,2,1,1,0,0,1,1,774.4739978077887,2,3234.933019434243,24,4157.826900900869,1706.5838354993205,1757.5420049775876,1572.2477057025133,17,10,1895.7267882430563,10816.110585062263,1,0,1527.090398812462,353.88846745081787,0.3903030255494783,895.991926550123,3092.2566108514197,0,1,0,2,139,False,False,promoter,56,64,31,22,81,4,94,4.051356723009547,7.455840770611749,4,2,3,18,False
d32b85f3cacc472e9497296187680c77,20,male,1162741,3,19347.563577195797,no_formal_education,self-employed,8,standard,2,1,0,0,1,1,2,8086.961891754554,2,50.58590871025126,44,4063.658761692422,2654.2376937588247,648.7286178901938,853.4091788543637,5,47,1277.9078782976105,14383.622809729992,2,4,1099.745865680174,499.6515567776889,0.23444223857576918,122.55774190803004,1235.3758245353122,0,1,1,1,143,False,False,passive,96,110,18,3,78,12,30,3.5598445649183557,8.282112499608317,0,5,0,42,False
cbc24e5aceff40479e8eab7abb64be04,90,male,2555501,3,24132.33735998955,primary_education,self-employed,49,student,1,2,1,1,1,1,2,4566.744948061983,1,3152.275831620447,75,1313.7436987436859,831.5543568677663,1105.751910414519,1069.0399672751248,6,62,3085.8598646470787,19790.513745778782,1,1,884.9528873171744,878.9239640945921,0.21121438159649708,583.8048252307515,2276.6790866704887,0,3,0,9,23,False,False,passive,111,105,48,8,86,8,42,4.9033614292243755,10.571292249063891,9,2,0,16,False
492d95947aa0423d9a1ec7d24f7c3c67,40,male,839490,2,49541.34214694929,bachelor,retired,99,student,1,0,1,1,1,0,1,7653.571541457111,2,1228.4848346996528,81,2651.4076158809066,1.827589556196699,1254.3117094250326,123.31303177157577,14,19,5514.14047787669,11700.250394813896,2,2,1149.541455511771,396.8992020326884,0.33546464521343644,287.3763723548043,2296.6707004227733,1,2,1,3,116,False,False,passive,18,68,27,15,68,3,13,2.48888093690509,6.630069417354208,3,11,7,46,False
